season,mean,std,min,max
Monsoon (Jun-Sep),610.0086372071071,153.9805864495838,310.7028206257105,986.7398141349108
Post-monsoon (Oct-Nov),32.403542186843644,32.24248154253176,4.467316951743427,108.77052092823348
Pre-monsoon (Mar-May),85.15261110301802,50.01655455056866,9.298092848079232,176.21598243136452
Winter (Dec-Feb),61.24806746248824,45.26967494345739,9.757826004672898,174.9658809070474
